Domain,Receive Time,Serial #,Type,Threat/Content Type,Config Version,Generate Time,Source address,Destination address,NAT Source IP,NAT Destination IP,Rule,Source User,Destination User,Application,Virtual System,Source Zone,Destination Zone,Inbound Interface,Outbound Interface,Log Action,Time Logged,Session ID,Repeat Count,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Flags,IP Protocol,Action,Bytes,Bytes Sent,Bytes Received,Packets,Start Time,Elapsed Time (sec),Category,,Sequence Number,Action Flags,Source Country,Destination Country,,Packets Sent,Packets Received,Session End Reason,DG Hierarchy Level 1,DG Hierarchy Level 2,DG Hierarchy Level 3,DG Hierarchy Level 4,Virtual System Name,Device Name,Action Source,Source VM UUID,Destination VM UUID,Tunnel ID/IMSI,Monitor Tag/IMEI,Parent Session ID,Parent Session Start Time,Tunnel,SCTP Association ID,SCTP Chunks,SCTP Chunks Sent,SCTP Chunks Received,UUID for rule,HTTP/2 Connection,link_change_count,policy_id,link_switches,sdwan_cluster,sdwan_device_type,sdwan_cluster_type,sdwan_site,dynusergroup_name,XFF address,Source Device Category,Source Device Profile,Source Device Model,Source Device Vendor,Source Device OS Family,Source Device OS Version,Source Hostname,Source Mac Address,Destination Device Category,Destination Device Profile,Destination Device Model,Destination Device Vendor,Destination Device OS Family,Destination Device OS Version,Destination Hostname,Destination Mac Address,Container ID,POD Namespace,POD Name,Source External Dynamic List,Destination External Dynamic List,Host ID,Serial Number,Source Dynamic Address Group,Destination Dynamic Address Group,session_owner,High Res Timestamp,nssai_sst,nssai_sd,Subcategory of app,Category of app,Technology of app,Risk of app,Characteristic of app,Container of app,Tunneled app,SaaS of app,Sanctioned State of app,offloaded
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,44160,1,42922,80,0,0,0x1c,tcp,allow,2893,1544,1349,28,2025/03/03 14:20:27,90,any,,7477478967880976904,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,15,13,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.004+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,25786,1,37240,80,0,0,0x1c,tcp,allow,12550,792,11758,20,2025/03/03 14:21:09,48,any,,7477478967880976903,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,12,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.004+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,194497,1,37250,80,0,0,0x1c,tcp,allow,12490,732,11758,19,2025/03/03 14:21:15,42,any,,7477478967880976902,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,7,12,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.004+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,175675,1,47146,80,0,0,0x1a,tcp,allow,5831,4804,1027,34,2025/03/03 14:20:30,87,any,,7477478967880976901,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,26,8,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.004+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,32526,1,44586,80,0,0,0x1c,tcp,allow,4900,3881,1019,26,2025/03/03 14:21:04,53,any,,7477478967880976900,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,18,8,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.004+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,132127,1,44430,80,0,0,0x1c,tcp,allow,4897,3878,1019,26,2025/03/03 14:21:04,53,any,,7477478967880976899,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,18,8,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.004+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,189609,1,44418,80,0,0,0x1c,tcp,allow,4944,3925,1019,26,2025/03/03 14:21:04,53,any,,7477478967880976898,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,18,8,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.004+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,144913,1,43892,80,0,0,0x1c,tcp,allow,5907,4814,1093,36,2025/03/03 14:20:28,89,any,,7477478967880976897,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,27,9,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.004+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,108858,1,45192,80,0,0,0x1c,tcp,allow,3241,1958,1283,33,2025/03/03 14:20:28,89,any,,7477478967880976896,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,21,12,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.004+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,121853,1,44592,80,0,0,0x1c,tcp,allow,4874,3855,1019,26,2025/03/03 14:21:04,53,any,,7477478967880976895,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,18,8,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.004+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,59136,1,43930,80,0,0,0x1c,tcp,allow,5955,4862,1093,36,2025/03/03 14:20:28,89,any,,7477478967880976894,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,27,9,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.003+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,101711,1,60712,80,0,0,0x1a,tcp,allow,12484,792,11692,19,2025/03/03 14:21:24,33,any,,7477478967880976893,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,11,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.003+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,190727,1,44004,80,0,0,0x1c,tcp,allow,5945,4852,1093,36,2025/03/03 14:20:28,89,any,,7477478967880976892,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,27,9,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.003+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,12855,1,43860,80,0,0,0x1c,tcp,allow,5947,4854,1093,36,2025/03/03 14:20:28,89,any,,7477478967880976891,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,27,9,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.003+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,87647,1,43888,80,0,0,0x1c,tcp,allow,5897,4804,1093,36,2025/03/03 14:20:28,89,any,,7477478967880976890,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,27,9,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.003+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,126662,1,43910,80,0,0,0x1c,tcp,allow,5958,4865,1093,36,2025/03/03 14:20:28,89,any,,7477478967880976889,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,27,9,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.003+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,170422,1,43802,80,0,0,0x1c,tcp,allow,5957,4864,1093,36,2025/03/03 14:20:28,89,any,,7477478967880976888,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,27,9,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.003+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,67616,1,43992,80,0,0,0x1c,tcp,allow,6000,4907,1093,36,2025/03/03 14:20:28,89,any,,7477478967880976887,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,27,9,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.003+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,8040,1,43720,80,0,0,0x1c,tcp,allow,5944,4851,1093,36,2025/03/03 14:20:28,89,any,,7477478967880976886,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,27,9,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.003+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,194718,1,43756,80,0,0,0x1c,tcp,allow,5949,4856,1093,36,2025/03/03 14:20:28,89,any,,7477478967880976885,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,27,9,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.003+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,94745,1,45418,80,0,0,0x1c,tcp,allow,1746,859,887,14,2025/03/03 14:21:38,19,any,,7477478967880976884,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.003+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,46916,1,46114,80,0,0,0x1c,tcp,allow,1741,854,887,14,2025/03/03 14:21:38,19,any,,7477478967880976883,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.002+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,161621,1,43878,80,0,0,0x1c,tcp,allow,5945,4852,1093,36,2025/03/03 14:20:28,89,any,,7477478967880976882,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,27,9,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.002+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,125973,1,43864,80,0,0,0x1c,tcp,allow,5917,4824,1093,36,2025/03/03 14:20:28,89,any,,7477478967880976881,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,27,9,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.002+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,14806,1,45558,80,0,0,0x1c,tcp,allow,1834,881,953,16,2025/03/03 14:21:38,19,any,,7477478967880976880,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,9,7,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.002+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,68929,1,46046,80,0,0,0x1c,tcp,allow,1765,878,887,14,2025/03/03 14:21:38,19,any,,7477478967880976879,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.002+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,43525,1,46024,80,0,0,0x1c,tcp,allow,1748,861,887,14,2025/03/03 14:21:38,19,any,,7477478967880976878,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.002+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,123396,1,45884,80,0,0,0x1c,tcp,allow,1747,860,887,14,2025/03/03 14:21:38,19,any,,7477478967880976877,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.002+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1,2025/03/03 14:22:12,021201168048,TRAFFIC,end,2562,2025/03/03 14:22:12,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 14:22:12,6048,1,46206,80,0,0,0x1c,tcp,allow,1760,873,887,14,2025/03/03 14:21:38,19,any,,7477478967880976876,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,N/A,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T14:22:13.002+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
